id,Location,Sex,TA,EDL,Gastroc,Soleus,Tibia,Mode,thick,delta_thick,thick_log,Thickness
294,UoA,M,41.9,7.7,95.9,5.9,16.04,148,16.017,14.842,1.204581176,1.297573675
295,UoA,M,40.8,7.9,108.7,7.8,16.28,148,10.784,15.802,1.032779879,0.873636418
296,UoA,M,41.1,8.2,95.3,7.2,16.38,147,11.994,13.077,1.078964045,0.971661276
297,UoA,M,35.7,7.4,88.7,6.3,15.05,143,16.011,12.361,1.204418458,1.297087601
298,UoA,M,53.1,10.4,119.8,7.6,16.68,137,9.979,15.139,0.999087023,0.808421533
299,UoA,M,44.4,9.1,112.6,8.3,16.66,155,10.018,16.493,1.000781027,0.811581012
300,UoA,M,43.6,8.5,104.3,7.4,16.33,140,16.011,15.139,1.204418458,1.297087601
301,UoA,M,43.2,9.9,101.8,6.8,16.37,147,12.004,13.802,1.079325987,0.972471399
302,UoA,M,44.7,9.1,115.6,7.8,16.34,153,15.981,14.284,1.203603952,1.294657233
303,UoA,M,43.2,8.3,94.4,5.6,15.98,135,9.983,14.38,0.999261071,0.808745583
304,UoA,M,40.4,8.1,104.4,7,16.44,139,11.678,14.083,1.067368471,0.946061396
305,UoA,M,42,8.3,109,6.6,16.38,137,10.026,13.324,1.0011277,0.812229111
306,UoA,M,44.5,8.4,109.3,5.2,15.43,145,10.019,13.417,1.000824377,0.811662025
307,UoA,M,44.9,8,104.6,5.2,15.74,147,14.006,12.083,1.146314122,1.134657981
308,UoA,M,46.5,8.7,108,7.1,16.93,148,20.001,15.913,1.30105171,1.620326595
309,UoA,M,41.3,8,103.3,7.1,16.88,148,11.969,16.485,1.078057867,0.969635969
310,UoA,M,46.9,9.7,127.5,7.6,16.54,146,14.034,17.241,1.147181472,1.136926325
311,UoA,M,49.1,9,119.4,7.3,16.23,145,10.028,14.166,1.001214325,0.812391135
312,UoA,M,42.6,7.9,103.4,6.8,15.93,151,12.008,14.083,1.079470679,0.972795448
313,UoA,M,45.9,8.5,105.7,6.6,15.96,135,14.004,16.284,1.146252102,1.134495957
314,UoA,M,42.1,7.9,100.4,6.9,16.53,146,11.994,16.063,1.078964045,0.971661276
315,UoA,M,47,8.3,110.3,8.3,17.02,146,18.023,14.413,1.255827083,1.460084307
316,UoA,M,42.3,8.5,108.8,6.9,16.47,138,15.988,14,1.20379414,1.295224319
317,UoA,M,43.1,8.4,105.6,6.2,16.3,139,13.976,12.804,1.145382892,1.132227613
318,UoA,M,48,9.2,107.2,8.7,16.74,131,9.973,15.056,0.998825819,0.80793546
319,UoA,M,50.1,9.1,118.9,8.4,17.15,151,12.029,14.683,1.080229525,0.974496706
320,UoA,M,43.9,8.2,105.4,7.1,16.47,145,22.363,14,1.349530064,1.811677598
321,UoA,M,54.2,9.8,120.3,8.4,16.63,147,10,13.014,1,0.810122791
322,UoA,M,43.1,8.5,99.4,6.9,15.97,138,13.983,12.361,1.145600358,1.132794699
323,UoA,M,48.5,8.9,98.7,6.1,16.15,150,13.437,16.063,1.128302317,1.088561995
324,UoA,M,41.3,8,94.6,6.2,15.75,142,10.027,14,1.001171015,0.812310123
325,UoA,M,47.3,8.3,104,7,16.35,156,11.999,20.067,1.079145053,0.972066337
326,UoA,M,39.2,7.8,100.1,6.9,15.28,135,12.036,18.284,1.080482179,0.975063792
327,UoA,M,50.4,8.9,120.3,7.5,16.49,145,11.669,14.842,1.06703364,0.945332285
328,UoA,M,45.4,8.9,118.2,6.5,16.85,138,15.988,14,1.20379414,1.295224319
329,UoA,M,37.2,7.1,93.3,7.5,16.06,131,9.981,14.558,0.999174056,0.808583558
330,UoA,M,43.1,7.9,101.3,6.3,16.42,116,12.008,14.083,1.079470679,0.972795448
331,UoA,M,40,6.5,82.8,4.7,15.54,130,10.023,12,1.00099773,0.811986074
332,UoA,M,43,8.5,116.5,6.9,16.89,141,12.003,14.215,1.079289806,0.972390386
334,UoA,M,49.4,10.6,121.3,8.4,16.96,143,11.65,15.536,1.066325925,0.943793052
335,UoA,M,43.9,8.7,110.3,8,16.72,150,13.996,14,1.146003934,1.133847859
336,UoA,M,46.5,8.6,109.9,7.3,16.85,162,24.036,22.249,1.380862195,1.947211141
337,UoA,M,50.3,9.9,112.6,8.7,16.58,144,16.008,14.584,1.204337076,1.296844564
339,UoA,M,43.9,7.7,86.7,6.9,16.07,144,19.983,15.414,1.300660688,1.618868374
340,UoA,M,42.7,8.2,106.5,7.9,16.42,145,14.021,16.425,1.146778989,1.135873166
341,UoA,M,41.6,6.8,94.3,5.6,16.23,151,11.971,15.06,1.078130431,0.969797993
342,UoA,M,48.3,7.9,104.5,7.1,15.94,127,17.972,15.056,1.25459641,1.45595268
343,UoA,M,51.6,9.2,113.4,7.7,16.71,139,16.011,12.361,1.204418458,1.297087601
344,UoA,M,40.9,7.8,97.4,6.2,16.16,131,8.935,14.115,0.951094557,0.723844714
345,UoA,M,44.7,8,107.5,6.5,16.75,146,20.128,15.619,1.303800624,1.630615154
346,UoA,M,40.1,8.4,102.3,6.3,15.54,135,16.098,14,1.206771923,1.304135669
347,UoA,M,38.5,7.9,97.8,6.5,15.59,140,11.987,14.331,1.078710505,0.97109419
348,UoA,M,38.9,7.5,98.8,6.6,15.45,142,9.992,13.754,0.999652425,0.809474693
349,UoA,M,47.9,8,105.9,6.5,16.44,138,13.994,13.612,1.14594187,1.133685834
350,UoA,M,42.5,8.4,99.8,6.1,15.95,151,11.996,15.307,1.079036457,0.9718233
351,UoA,M,48.8,10.1,116.8,7.7,16.72,147,11.68,16.063,1.067442843,0.94622342
352,UoA,M,47.1,8.2,107.1,7.4,16.18,155,11.639,13.324,1.065915668,0.942901917
353,UoA,M,46.6,8.6,106.6,7.8,16.22,147,12.016,15.258,1.07975992,0.973443546
354,UoA,M,55.5,10,120.3,9.3,17,150,13.976,16.259,1.145382892,1.132227613
355,UoA,M,55,10.5,133,9.8,16.71,153,16.011,13.324,1.204418458,1.297087601
356,UoA,M,39.4,6.9,80.7,4.8,15.53,123,11.976,12.804,1.078311787,0.970203055
357,UoA,M,45.3,8,96.3,6.7,16.16,129,12.008,14.083,1.079470679,0.972795448
358,UoA,M,45.8,9.2,106.7,7.9,16.11,147,12.004,12.361,1.079325987,0.972471399
359,UoA,M,36.9,6.7,82.1,4.7,15.79,138,13.992,12,1.145879796,1.13352381
360,UoA,M,47.7,7.6,93.9,5.9,16.03,147,12.668,14.083,1.102708055,1.026263552
361,UoA,M,46.9,7.3,86.4,6.6,16.16,139,14.022,13.885,1.146809963,1.135954178
362,UoA,M,47.2,8,97.6,6.8,16.32,129,9.997,13.147,0.999869692,0.809879754
363,UoA,M,47.7,8.5,105.7,7.3,15.92,132,10.191,14,1.008216802,0.825596137
364,UoA,M,46.7,8.8,115.2,8.2,16.19,142,9.987,13.683,0.99943505,0.809069632
366,UoA,M,53.9,8.7,116.4,8,16.99,152,14.016,15.037,1.146624089,1.135468104
367,UoA,M,46.1,8.6,107.9,6.9,16.29,140,17.979,13.23,1.254765532,1.456519766
368,UoA,M,47.9,9.5,127.1,8.3,16.61,153,14.573,15.635,1.163548965,1.180591944
369,UoA,M,,10.3,139.6,9,17.54,156,21.968,16.844,1.34179052,1.779677748
370,UoA,M,45,7.1,116.6,6.5,16.63,138,14.015,15.456,1.146593102,1.135387092
371,UoA,M,46.8,9.9,121,9.1,16.71,144,18.03,17.203,1.255995727,1.460651393
372,UoA,M,40.1,7.1,100.6,6.7,16.14,141,12.651,13.802,1.102124856,1.024886343
373,UoA,M,46.2,7.7,103,7,16.33,144,11.982,15.612,1.078529315,0.970689128
374,UoA,M,46.8,8.5,109.5,6.7,16.54,136,9.978,15.598,0.9990435,0.808340521
375,UoA,M,49.4,8.9,121.9,7.2,16.57,140,10.771,13.968,1.032256026,0.872583258
376,UoA,M,49,9.3,121.8,8.6,16.39,146,8.974,15.056,0.952986065,0.727004193
377,UoA,M,47.6,8,114.1,8.6,16.44,142,12.015,13.885,1.079723775,0.973362534
378,UoA,M,44.4,7.7,107.1,6.7,16.49,148,13.996,14,1.146003934,1.133847859
379,UoA,M,44.1,7.7,102.1,6.6,16.37,145,12.008,14.083,1.079470679,0.972795448
380,UoA,M,52.8,8.8,120.8,7.1,16.62,138,19.979,14.338,1.300573747,1.618544325
381,UoA,M,47.1,8.3,103.3,7.5,16.41,135,14.009,13.657,1.146407135,1.134901018
382,UoA,M,42.5,7.8,92.1,5.8,16.68,144,12.644,15.23,1.101884487,1.024319257
383,UoA,M,45.2,8.2,114.7,6.4,16.66,137,12.027,14,1.080157311,0.974334681
384,UoA,M,45.5,8.8,100.1,6.6,16.34,144,12.141,18.962,1.084254459,0.983570081
385,UoA,M,45,8.8,96.3,6.1,16.53,131,11.974,15.414,1.078239254,0.97004103
386,UoA,M,49,9.7,112.6,6.6,16.71,150,11.992,13.313,1.07889162,0.971499251
387,UoA,M,41.5,7.9,104.8,7,16.58,110,15.972,15.056,1.203359302,1.293928122
388,UoA,M,47.2,9.1,120.2,6.7,16.69,126,22.022,16.123,1.342856758,1.784052411
389,UoA,M,45.1,8.5,110.8,7,16.62,152,14.023,15.635,1.146840934,1.13603519
390,UoA,M,49.7,9.4,120.6,7.1,16.31,145,13.967,17.23,1.145103133,1.131498503
391,UoA,M,43.3,7.2,99.8,6.8,16.06,131,14.024,13.456,1.146871903,1.136116202
392,UoA,M,49.9,9.2,122.2,7.9,16.84,149,13.998,15.905,1.146065989,1.134009883
393,UoA,M,40.3,6.9,87.8,4.3,16.21,143,22.006,15.009,1.342541109,1.782756214
394,UoA,M,48.3,8.1,105.4,6.4,16.57,140,10.781,16,1.032659046,0.873393381
396,UoA,M,44.7,7.8,94.1,5.9,16.78,137,12.015,13.885,1.079723775,0.973362534
397,UoA,M,46.8,8.2,108.4,7.1,17.16,147,16.001,17.998,1.204147125,1.296277478
398,UoA,M,47.2,8.6,98.7,6.5,16.19,150,11.999,14.413,1.079145053,0.972066337
399,UoA,M,51.6,8.6,103,6.7,16.37,142,19.979,14.338,1.300573747,1.618544325
400,UoA,M,44.3,7.6,100,6,16.06,131,9.99,13.056,0.999565488,0.809312668
401,UoA,M,39.2,7.8,92,5.1,15.81,129,12.023,15.456,1.080012847,0.974010632
402,UoA,M,39.8,6.9,89.4,6.2,16.22,141,10.038,20.39,1.001647191,0.813201258
403,UoA,M,52.5,9.4,119,7.1,16.67,145,14.022,13.491,1.146809963,1.135954178
404,UoA,M,42.4,7.3,88.5,5,15.46,146,12.008,14.083,1.079470679,0.972795448
405,UoA,M,48.3,7.8,98.1,5.9,16.19,135,9.973,15.056,0.998825819,0.80793546
406,UoA,M,42.7,8.1,88,5.6,15.96,143,15.976,16.123,1.203468052,1.294252171
407,UoA,M,44,8.7,101.5,6.2,16.21,149,12.004,18,1.079325987,0.972471399
408,UoA,M,41.9,8.2,104,5.4,16.11,142,12.008,14.083,1.079470679,0.972795448
409,UoA,M,46.1,8.4,109.9,6.1,16.74,135,10.019,16.668,1.000824377,0.811662025
410,UoA,M,47.8,9,114.1,8.6,17.37,145,14.009,14.517,1.146407135,1.134901018
411,UoA,M,34.6,7,97,5.9,16.13,145,14.009,14.907,1.146407135,1.134901018
412,UoA,M,46.4,8.3,106.7,7.6,16.22,137,10.026,13.324,1.0011277,0.812229111
413,UoA,M,40.5,7.4,103.3,6,16.56,131,11.633,15.23,1.065691728,0.942415843
414,UoA,M,44.5,7.9,109.6,6.8,16.39,151,9.978,19.857,0.9990435,0.808340521
415,UoA,M,46.3,8.8,116,7.6,16.89,154,10.19,16.354,1.008174184,0.825515124
416,UoA,M,39.1,7.5,96.8,6.7,16.61,151,11.996,15.541,1.079036457,0.9718233
417,UoA,M,43.4,9.2,107.8,6.4,16.48,148,15.975,15.388,1.203440867,1.294171159
418,UoA,M,49.8,9.1,119.7,6.7,16.95,149,18.02,15.612,1.255754787,1.45984127
419,UoA,M,49.3,9.4,114.7,7.8,16.61,155,13.999,15.541,1.146097014,1.134090895
420,UoA,M,40.6,8.9,106.2,7.3,16.36,144,12.004,13.802,1.079325987,0.972471399
421,UoA,M,53.2,9.7,119.8,7.5,16.92,160,15.261,15.691,1.183582992,1.236328392
422,UoA,M,50.4,9.7,115.6,7.1,16.49,141,12.017,14.842,1.079796061,0.973524558
423,UoA,M,42.5,7.7,105.8,6.5,16.36,138,10,13.86,1,0.810122791
424,UoA,M,49.8,8.3,107.2,7.2,16.87,146,11.656,16,1.066549539,0.944279125
425,UoA,M,45.5,7.4,106.2,6.6,16.48,133,10.025,12.804,1.001084381,0.812148098
426,UoA,M,43.1,7.9,97.9,6.7,16.18,135,10,15.754,1,0.810122791
427,UoA,M,35.1,6.6,87.9,4.1,15.46,123,12.662,16.954,1.102502309,1.025777478
429,UoA,M,42.3,8,112.5,7.4,15.9,146,17.988,14,1.254982879,1.457248877
430,UoA,M,43.3,8.4,115.6,7.1,16.69,144,14.007,14.077,1.146345129,1.134738994
431,UoA,M,41.2,7.1,81.2,5.7,16,143,14.009,14.907,1.146407135,1.134901018
432,UoA,M,49.4,9.5,104.6,7,16.18,136,13.412,15.913,1.127493545,1.086536688
433,UoA,M,42.5,8.2,92.4,6.6,16.44,141,11.999,14.413,1.079145053,0.972066337
434,UoA,M,48.5,9.6,109,7,16.83,146,12.002,15.298,1.079253622,0.972309374
435,UoA,M,44.2,8.1,101.2,6.4,16.46,150,10.028,14.083,1.001214325,0.812391135
436,UoA,M,41.3,8.2,92.8,5.7,15.39,155,12.026,14.29,1.0801212,0.974253669
437,UoA,M,48.7,8.3,103,6.9,16.1,142,13.979,14.683,1.145476105,1.13247065
439,UoA,M,35.5,5.9,81.2,4.1,15.76,156,10.176,18,1.007577098,0.824380952
440,UoA,M,43.1,8.5,113.9,6.7,16.24,145,12.019,15.802,1.079868335,0.973686583
441,UoA,M,35.2,6.6,80.2,5.4,15.57,139,13.99,12.034,1.145817714,1.133361785
442,UoA,M,44.7,8.2,97.5,6.6,16.68,135,12.008,14.083,1.079470679,0.972795448
443,UoA,M,36.6,6.6,76.3,4.2,15.87,136,12.005,16.833,1.079362164,0.972552411
444,UoA,M,51.9,8.8,120.7,5.8,16.84,140,14.012,17.834,1.146500129,1.135144055
445,UoA,M,45.3,8.9,113.6,6.9,16.79,137,13.988,17.802,1.145755624,1.13319976
446,UoA,M,38.5,7.1,93.4,5.8,16.41,135,12.016,15.258,1.07975992,0.973443546
447,UoA,M,39.3,6.6,90.7,5.1,16.17,133,13.996,14,1.146003934,1.133847859
448,UoA,M,51.8,9.4,114.1,6.6,17.06,160,12.643,18.603,1.101850138,1.024238245
449,UoA,M,50.1,9.2,114.4,5.6,16.45,132,20.019,13.969,1.30144238,1.621784816
450,UoA,M,35.5,6.8,85.8,6.2,16.16,139,14.021,13.313,1.146778989,1.135873166
451,UoA,M,48.1,8.3,109.3,6.9,17.08,140,13.996,14,1.146003934,1.133847859
452,UoA,M,46,8.1,101.2,6,16.22,151,13.986,13.911,1.145693524,1.133037736
458,UoA,M,43.9,6.9,90.2,6.6,16.63,140,11.633,15.23,1.065691728,0.942415843
459,UoA,M,47.3,8.6,107.8,6.9,16.87,135,18.011,15.834,1.255537826,1.459112159
460,UoA,M,46.5,9.1,117,6.5,16.62,140,13.991,12.963,1.145848757,1.133442797
461,UoA,M,54.3,10.6,133.8,9.9,17.28,137,13.976,13.834,1.145382892,1.132227613
462,UoA,M,43,7.9,94.7,6.8,16.54,153,10.035,17.857,1.001517377,0.812958221
463,UoA,M,45,8.7,103,8.7,16.69,137,16.134,14.083,1.207742053,1.307052111
464,UoA,M,40.2,6.8,87.1,5.6,16.24,138,10.029,15.06,1.001257631,0.812472147
465,UoA,M,44.6,6.9,104.7,8.1,16.99,136,19.988,17.587,1.300769341,1.619273435
466,UoA,M,49.8,9.8,109.2,9,17,148,14.001,14.862,1.146159056,1.13425292
468,UoA,M,41.6,7.8,99.9,6.4,16.16,136,21.98,16.881,1.342027688,1.780649895
469,UoA,M,41.3,6.8,91.8,6.8,15.56,128,13.979,14.683,1.145476105,1.13247065
470,UoA,M,47.6,7.7,113.9,7.4,16.96,150,13.395,14,1.126942718,1.085159479
471,UoA,M,58.4,9,120.7,8.1,16.46,148,10.787,15.879,1.032900679,0.873879455
472,UoA,M,48.6,8.4,108.4,7.6,16.29,151,11.688,14.166,1.067740203,0.946871518
473,UoA,M,45.1,8.2,104,7.7,16.04,157,10.015,18.913,1.000650954,0.811337975
474,UoA,M,42,7.4,92.3,6.1,15.55,146,11.985,16.635,1.078638038,0.970932165
475,UoA,M,31.6,6,,5.1,15.54,130,14.007,14.184,1.146345129,1.134738994
476,UoA,M,34,7.3,83.7,4.5,15.53,134,10.217,12.361,1.009323393,0.827702456
477,UoA,M,44.9,8.5,112.1,6.2,16.37,139,12.006,11.747,1.079398339,0.972633423
478,UoA,M,42.8,8.4,93.9,7.8,16,149,12.008,13.636,1.079470679,0.972795448
479,UoA,M,43.1,8.2,102.3,7,16.32,147,10.031,16,1.00134423,0.812634172
480,UoA,M,43,7.3,91.6,5.3,16.47,147,10.015,17.754,1.000650954,0.811337975
481,UoA,M,48.6,9.1,117.7,6.9,17.14,154,13.98,14.133,1.145507171,1.132551662
482,UoA,M,47.6,8.6,116.4,7.7,16.58,151,18.135,13.23,1.25851756,1.469157682
483,UoA,M,42,7.7,96.1,6.5,16.01,138,10.024,12.091,1.001041058,0.812067086
484,UoA,M,45.1,8.8,121.7,8,16.63,145,13.989,15.203,1.14578667,1.133280773
485,UoA,M,46.4,7.5,99.5,6.8,16.1,144,11.668,14,1.06699642,0.945251273
486,UoA,M,37.1,6.8,90.5,6,15.92,136,12.031,15.785,1.080301727,0.97465873
487,UoA,M,41.8,6.7,85,5.6,15.85,141,16.026,14.415,1.204825138,1.298302785
488,UoA,M,50.1,9.3,110.7,6.2,16.75,143,17.989,13.802,1.255007022,1.457329889
489,UoA,M,43.2,8.5,98.9,6,16.42,139,10.028,14.083,1.001214325,0.812391135
490,UoA,M,45.7,8.7,108.3,5.9,15.98,150,12.017,13.409,1.079796061,0.973524558
491,UoA,M,41.3,8.1,100.1,5.3,15.72,138,24.029,16.195,1.380735697,1.946644055
492,UoA,M,50.6,10.5,110.5,7.9,17.15,149,11.659,14.686,1.066661302,0.944522162
493,UoA,M,40.6,8.7,93.3,5.6,16.06,124,11.987,14.541,1.078710505,0.97109419
494,UoA,M,44.5,8.7,113,6.3,16.28,129,13.984,14.306,1.145631415,1.132875711
495,UoA,M,34.4,6.8,88.4,5.4,15.31,134,14.025,12.807,1.14690287,1.136197215
496,UoA,M,45.9,9.2,106.2,8.3,17.4,143,14.004,16.284,1.146252102,1.134495957
497,UoA,M,38.4,8.5,96.1,6.3,16.77,138,18.027,14.686,1.255923459,1.460408356
498,UoA,M,43.1,7.8,95.5,6.9,16.45,142,14.011,14.686,1.146469133,1.135063043
499,UoA,M,39.7,7.4,92.3,5.6,15.88,134,12.174,15.1,1.085433297,0.986243486
500,UoA,M,41.2,7.3,85.2,5.5,15.45,125,22.01,18.558,1.342620043,1.783080264
501,UoA,M,47.3,8,107.9,7.1,16.25,129,11.992,13.313,1.07889162,0.971499251
502,UoA,M,41.4,7.4,88.1,7.1,15.61,149,18.012,14,1.255561938,1.459193172
503,UoA,M,44.3,8.2,104.9,7.7,16.03,140,14.017,20.249,1.146655073,1.135549117
504,UoA,M,39.5,7.8,96.4,6.4,15.76,139,13.989,15.203,1.14578667,1.133280773
505,UoA,M,36.6,7.7,88.7,7.4,15.4,144,10.016,14.381,1.000694316,0.811418988
506,UoA,M,42.8,7.9,100.4,5.7,15.97,142,13.991,16.338,1.145848757,1.133442797
507,UoA,M,43.6,8.1,95.7,6,15.88,136,10.793,14,1.033142177,0.874365529
508,UoA,M,43,8.6,109.4,8.8,16.61,145,14.004,16.284,1.146252102,1.134495957
509,UoA,M,57.2,10.3,126.9,7,16.46,131,13.995,11.682,1.145972903,1.133766846
510,UoA,M,39.4,7.8,86.5,5.2,16.07,134,12.008,14.083,1.079470679,0.972795448
511,UoA,M,40.7,7.9,96.6,6.4,16.46,138,14.008,12.649,1.146376133,1.134820006
512,UoA,M,52.1,9.2,115,6.4,16.88,143,16.025,13.491,1.204798038,1.298221773
513,UoA,M,44.9,8.3,98.3,6.9,16.43,141,20.018,14.842,1.301420685,1.621703804
514,UoA,M,36,6.3,79.1,4.8,15.65,128,14.59,16.118,1.164055292,1.181969152
515,UoA,M,43.4,7.4,101.1,5.6,16.47,142,12.638,16.123,1.101678351,1.023833184
516,UoA,M,49.2,9.2,114.7,6.2,16.87,145,13.978,16.071,1.145445036,1.132389638
517,UoA,M,46.6,8.5,107.1,7,16.84,146,20.371,17.111,1.309012349,1.650301138
